incident_fact_id,country_id,year_id,attack_type_id,target_industry_id,attack_source_id,vulnerability_id,defense_mechanism_id,financial_loss_category_id,affected_users_category_id,resolution_time_category_id,financial_loss_in_million,financial_loss_usd,number_of_affected_users,incident_resolution_time_in_hours,cei,gci,ncsi,ddl,internet_users,population_2021,percentage_internet_users
2443,27,9,6,4,2,4,4,2,4,3,7.33,7330000.0,486146,12,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2444,211,2,4,2,1,4,4,4,4,1,29.49,29490000.0,466333,51,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2445,100,5,4,3,3,4,3,1,2,1,73.35,73350000.0,706019,65,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2446,211,6,1,6,3,3,4,1,3,3,70.03,70030000.0,971464,4,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2447,92,1,3,5,3,3,1,3,1,2,76.97,76970000.0,224983,42,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2448,27,5,5,7,3,2,3,3,3,2,87.41,87410000.0,919425,45,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2449,165,9,1,7,4,2,3,1,1,2,57.25,57250000.0,115138,42,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2450,100,6,4,5,3,1,1,3,3,2,99.57,99570000.0,786468,42,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2451,92,9,4,6,1,3,2,2,2,1,5.11,5110000.0,620560,59,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2452,212,3,2,3,2,1,3,1,3,1,56.74,56740000.0,976007,59,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2453,71,2,1,2,1,4,4,4,4,2,46.58,46580000.0,361163,38,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2454,27,3,5,4,3,4,3,1,4,1,54.78,54780000.0,469735,57,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2455,212,1,3,5,4,2,1,4,1,2,46.27,46270000.0,117231,28,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2456,76,4,5,4,4,2,5,2,4,1,14.38,14380000.0,276925,54,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2457,11,5,2,7,4,4,2,4,1,2,37.3,37300000.0,208089,33,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2458,11,2,4,7,1,4,3,1,1,3,63.81,63810000.0,71720,21,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2459,165,10,5,7,3,1,1,4,1,1,35.62,35620000.0,236676,67,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2460,92,10,3,7,3,3,2,3,4,3,93.46,93460000.0,409281,18,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2461,100,9,4,1,2,4,2,3,2,3,82.36,82360000.0,612815,12,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2462,165,4,6,7,3,3,5,2,1,2,11.32,11320000.0,153618,29,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2463,92,9,5,1,3,4,5,1,2,1,57.15,57150000.0,704230,71,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2464,42,5,2,6,1,3,5,3,3,3,79.37,79370000.0,863510,2,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2465,92,10,1,4,4,1,3,2,4,3,4.08,4080000.0,488599,11,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2466,71,8,5,4,4,3,5,3,3,2,80.73,80730000.0,964782,47,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2467,76,4,3,5,4,2,3,4,4,1,48.96,48960000.0,323027,49,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2468,42,9,3,2,4,1,2,2,1,2,10.55,10550000.0,12970,32,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2469,92,6,3,3,4,4,3,1,2,2,50.19,50190000.0,659835,46,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2470,42,9,6,7,1,1,5,1,4,1,66.92,66920000.0,336320,51,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2471,42,3,3,1,2,2,1,4,1,1,47.52,47520000.0,83617,64,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2472,27,4,2,1,3,2,2,3,1,2,87.13,87130000.0,99178,27,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2473,27,10,5,2,3,2,3,3,4,2,80.1,80100000.0,489369,41,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2474,165,3,4,7,1,4,4,2,2,2,2.22,2220000.0,620350,45,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2475,212,6,1,4,2,3,4,4,3,2,38.14,38140000.0,846602,31,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2476,92,3,2,3,3,2,2,1,2,2,61.02,61020000.0,650042,48,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2477,100,5,3,3,1,1,2,1,2,1,61.01,61010000.0,549197,59,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2478,71,9,4,5,1,2,5,2,1,3,15.49,15490000.0,138639,14,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2479,11,10,3,4,2,2,2,3,3,3,93.4,93400000.0,833819,14,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2480,92,8,2,6,2,4,1,2,3,1,13.88,13880000.0,813217,71,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2481,211,3,2,1,2,4,2,2,2,2,11.25,11250000.0,636273,30,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2482,165,3,3,1,2,1,4,1,1,2,66.53,66530000.0,45277,43,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2483,11,1,4,7,1,2,4,3,4,3,89.41,89410000.0,488342,23,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2484,71,5,4,5,3,1,1,1,2,3,55.31,55310000.0,526220,2,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2485,212,9,1,2,2,3,5,3,4,3,90.38,90380000.0,311596,23,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2486,27,10,1,6,2,3,5,4,2,1,25.17,25170000.0,658226,52,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2487,92,5,4,2,1,1,3,2,4,3,6.29,6290000.0,344693,19,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2488,71,2,4,2,4,3,5,4,4,1,37.57,37570000.0,380995,60,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2489,27,4,2,1,2,1,1,2,4,2,3.1,3100000.0,458185,31,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2490,27,8,3,2,2,1,5,3,2,1,91.69,91690000.0,581034,67,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2491,165,5,5,6,1,1,3,2,2,3,19.97,19970000.0,722544,14,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2492,27,10,4,5,2,1,4,4,3,3,28.78,28780000.0,793783,17,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2493,42,9,6,5,4,4,4,1,2,3,53.21,53210000.0,620822,21,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2494,165,8,5,4,2,4,2,2,2,3,16.6,16600000.000000002,715102,2,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2495,165,7,3,1,4,4,2,4,2,1,44.32,44320000.0,634390,54,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2496,100,7,5,3,3,3,4,2,3,1,10.34,10340000.0,791473,58,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2497,42,8,4,5,4,3,4,4,2,2,41.81,41810000.0,631816,29,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2498,76,2,2,1,3,1,2,3,2,2,84.54,84540000.0,517353,41,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2499,100,1,2,7,2,2,1,4,1,3,40.38,40380000.0,118734,21,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2500,92,6,3,2,2,4,3,4,3,1,39.15,39150000.0,963367,50,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2501,11,7,6,7,2,1,2,2,1,2,22.51,22510000.0,71557,47,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2502,27,3,5,3,1,4,2,1,3,2,58.18,58180000.0,824704,30,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2503,76,9,3,1,3,1,2,3,1,3,92.48,92480000.0,1326,11,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2504,211,1,4,1,2,4,1,1,2,2,51.38,51380000.0,630931,48,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2505,76,2,4,3,2,2,1,3,4,1,93.61,93610000.0,395731,64,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2506,11,3,5,3,4,3,1,4,3,1,27.38,27380000.0,918816,58,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2507,11,7,2,4,3,3,2,1,4,3,74.61,74610000.0,357205,21,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2508,211,5,6,5,4,2,3,3,4,3,78.84,78840000.0,464960,24,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2509,212,5,5,7,2,2,5,1,1,3,65.7,65700000.0,51619,3,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2510,27,3,4,5,4,1,2,3,3,1,81.04,81040000.0,850794,69,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2511,71,1,3,1,3,2,5,4,2,3,27.2,27200000.0,559841,22,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2512,42,4,1,4,3,3,2,3,2,1,86.38,86380000.0,685136,62,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2513,27,2,2,2,4,3,4,3,1,3,83.93,83930000.0,102797,17,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2514,71,8,5,4,2,1,5,4,4,2,40.36,40360000.0,439046,42,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2515,212,5,6,7,2,1,1,1,1,2,57.4,57400000.0,51312,26,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2516,27,8,5,6,4,2,1,2,2,2,1.42,1420000.0,510870,35,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2517,165,7,6,3,1,4,5,1,4,2,66.5,66500000.0,348118,42,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2518,11,2,5,4,4,1,1,4,2,1,47.18,47180000.0,509930,68,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2519,211,2,5,5,1,4,4,1,3,2,58.99,58990000.0,822380,26,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2520,76,8,6,1,4,2,2,1,2,3,52.91,52910000.0,619669,19,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2521,11,9,6,7,2,3,5,2,4,3,20.95,20950000.0,341111,14,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2522,71,4,5,3,1,3,2,2,4,2,2.79,2790000.0,443730,39,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2523,100,3,1,5,2,3,3,4,3,3,27.76,27760000.0,824968,15,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2524,100,2,3,6,3,1,1,1,1,1,58.77,58770000.0,172346,51,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2525,76,8,1,7,1,3,2,1,3,1,51.95,51950000.0,919855,56,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2526,76,7,3,5,1,1,1,3,4,3,90.57,90570000.0,254634,5,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2527,71,8,4,6,4,3,2,4,2,1,39.15,39150000.0,724409,56,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2528,211,4,4,4,4,2,3,3,4,1,95.3,95300000.0,269142,72,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2529,92,10,4,6,2,2,2,3,1,3,92.48,92480000.0,32067,19,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2530,76,6,2,3,1,3,3,4,2,1,32.2,32200000.000000004,591314,65,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2531,76,5,6,4,1,4,5,3,1,1,91.72,91720000.0,149171,64,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2532,27,2,1,5,1,1,1,2,2,1,13.52,13520000.0,535205,53,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2533,76,8,5,2,3,4,2,3,4,3,87.93,87930000.0,471889,4,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2534,71,5,4,4,2,4,4,1,3,3,52.18,52180000.0,869751,12,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2535,165,3,1,2,3,3,4,1,2,3,50.42,50420000.0,690010,18,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2536,27,3,5,4,4,4,1,4,4,3,32.9,32900000.0,433987,21,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2537,211,3,4,1,4,1,4,2,1,1,1.54,1540000.0,31262,56,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2538,11,8,2,6,3,2,1,4,3,1,32.26,32259999.999999996,824433,60,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2539,76,9,3,6,2,2,1,2,2,1,23.28,23280000.0,651963,53,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2540,71,3,6,2,4,4,5,3,4,2,81.06,81060000.0,349070,41,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2541,212,10,2,7,1,1,1,1,3,2,71.42,71420000.0,967411,47,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2542,100,7,6,6,4,1,2,1,4,1,64.81,64810000.0,263770,62,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2543,211,2,4,6,1,3,5,3,2,2,85.89,85890000.0,714670,32,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2544,212,7,1,7,1,4,2,4,4,1,47.84,47840000.0,498904,65,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2545,212,10,4,2,4,3,3,4,2,3,47.95,47950000.0,569539,18,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2546,42,2,3,6,3,3,5,3,1,1,82.52,82520000.0,217938,69,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2547,42,8,5,6,4,4,5,4,1,1,36.48,36480000.0,172607,60,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2548,92,9,3,6,2,2,5,3,4,3,95.66,95660000.0,424762,10,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2549,100,5,3,5,2,4,1,4,1,1,42.34,42340000.0,130309,56,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2550,92,4,1,3,2,1,2,1,1,1,65.11,65110000.0,95378,67,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2551,92,3,4,5,3,4,2,1,3,1,53.95,53950000.0,920801,52,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2552,100,6,3,6,2,1,4,3,2,3,91.36,91360000.0,551038,21,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2553,42,2,2,7,4,1,1,3,3,3,85.8,85800000.0,962508,13,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2554,71,6,2,4,1,1,4,3,4,2,92.29,92290000.0,267554,45,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2555,100,6,5,5,4,1,5,4,1,2,25.3,25300000.0,76258,43,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2556,165,2,2,1,1,3,2,2,2,1,3.6,3600000.0,661377,66,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2557,11,8,6,6,4,3,3,1,4,2,56.62,56620000.0,310341,32,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2558,165,3,4,2,2,2,5,1,2,2,66.25,66250000.0,702883,31,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2559,212,3,2,2,1,2,4,3,2,1,78.38,78380000.0,516103,62,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2560,212,1,2,6,1,1,4,3,2,1,84.7,84700000.0,542283,64,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2561,165,2,6,3,1,1,2,4,1,2,43.75,43750000.0,173441,43,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2562,71,3,1,6,1,4,3,1,3,2,67.36,67360000.0,856228,47,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2563,211,5,2,5,1,1,4,1,3,1,68.54,68540000.0,791265,65,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2564,212,5,2,6,1,1,4,4,3,1,45.42,45420000.0,969699,63,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2565,165,9,2,7,3,2,1,3,4,2,95.0,95000000.0,338867,34,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2566,100,4,5,3,1,3,5,4,3,2,44.98,44980000.0,951249,25,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2567,212,8,5,5,2,4,4,1,1,2,50.4,50400000.0,34584,43,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2568,27,7,2,2,1,1,3,1,4,2,74.37,74370000.0,298836,29,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2569,27,4,2,6,4,2,1,4,2,3,27.82,27820000.0,526161,12,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2570,27,6,4,3,2,1,5,3,4,2,76.95,76950000.0,476308,44,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2571,42,3,6,1,4,4,3,4,1,3,29.39,29390000.0,206897,18,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2572,100,8,2,5,3,2,1,2,1,1,1.92,1920000.0,2653,56,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2573,211,10,5,4,1,2,2,3,2,1,90.37,90370000.0,540353,68,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2574,76,1,4,6,3,4,2,3,3,1,84.77,84770000.0,779922,50,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2575,76,2,5,2,1,3,1,2,3,2,24.4,24400000.0,908906,46,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2576,165,7,3,4,3,3,4,4,4,3,28.34,28340000.0,446741,20,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2577,92,9,4,2,2,1,5,2,4,2,9.95,9950000.0,317488,46,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2578,27,10,4,5,4,2,1,1,1,2,72.33,72330000.0,182613,26,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2579,211,4,5,5,1,4,3,1,1,2,61.42,61420000.0,211305,27,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2580,211,10,1,3,1,2,4,1,1,2,68.83,68830000.0,60379,32,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2581,165,6,5,4,4,3,5,2,3,3,11.11,11110000.0,785179,2,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2582,165,8,6,7,2,1,3,2,2,2,1.99,1990000.0,652682,46,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2583,27,8,6,1,3,2,3,2,1,1,5.85,5850000.0,52649,57,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2584,76,10,3,3,2,3,2,4,3,1,45.75,45750000.0,865871,58,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2585,165,8,1,6,3,4,3,3,4,3,93.71,93710000.0,474552,20,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2586,71,10,6,4,2,1,5,2,4,1,5.7,5700000.0,400840,57,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2587,212,6,4,2,3,1,4,1,4,1,60.57,60570000.0,275819,69,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2588,27,7,1,6,1,1,5,3,4,1,89.79,89790000.0,454088,70,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2589,71,4,4,3,1,2,2,4,4,1,30.68,30680000.0,338619,68,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2590,27,4,2,1,1,4,2,4,3,3,31.56,31560000.0,940038,24,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2591,212,3,1,3,3,3,2,3,1,2,98.73,98730000.0,17805,31,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2592,100,6,6,7,3,1,1,3,1,2,92.13,92130000.0,244933,37,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2593,212,2,4,6,4,4,4,1,1,3,71.14,71140000.0,198602,18,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2594,92,9,1,6,4,3,2,1,2,1,73.85,73850000.0,504861,65,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2595,211,2,2,7,3,1,2,3,2,3,91.24,91240000.0,695618,14,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2596,42,8,3,4,4,3,4,2,4,2,5.4,5400000.0,270732,31,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2597,211,1,4,6,3,1,4,3,4,3,77.58,77580000.0,270326,24,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2598,165,3,3,3,1,2,4,3,3,2,80.95,80950000.0,827534,29,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2599,76,6,3,6,2,4,4,4,1,3,46.07,46070000.0,32499,14,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2600,165,2,2,7,1,2,5,1,4,1,52.2,52200000.0,279065,62,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2601,76,3,5,7,2,2,3,4,1,2,49.56,49560000.0,119598,43,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2602,76,2,6,2,3,3,1,1,4,2,61.78,61780000.0,387500,30,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2603,27,4,4,2,3,1,3,1,2,2,66.07,66069999.99999999,656031,36,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2604,42,8,5,2,4,4,5,3,2,1,85.72,85720000.0,637259,57,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2605,165,9,6,2,3,3,4,2,2,2,0.98,980000.0,623106,43,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2606,92,1,1,2,4,4,4,2,2,2,21.74,21740000.0,513867,34,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2607,11,9,3,4,2,4,4,2,2,1,7.54,7540000.0,710871,55,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2608,92,6,2,4,4,4,2,2,3,2,7.08,7080000.0,875225,31,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2609,76,10,2,6,4,1,4,1,3,1,71.2,71200000.0,989625,53,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2610,42,2,1,2,2,3,1,3,1,1,89.08,89080000.0,210433,63,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2611,212,4,2,5,1,3,5,4,2,2,26.31,26310000.0,709153,45,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2612,71,6,5,5,3,1,4,2,2,3,21.11,21110000.0,568832,12,0.228,97.6,84.42,77.29,59470000,64531444,92.2
2613,42,8,4,6,4,3,3,1,4,1,51.76,51760000.0,355545,68,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2614,76,5,4,2,2,3,4,3,1,1,90.91,90910000.0,112635,55,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2615,27,1,6,1,4,4,5,3,3,2,89.39,89390000.0,988268,44,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2616,92,7,2,2,3,4,3,1,4,3,65.87,65870000.00000001,357399,2,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2617,100,4,3,3,1,3,3,3,2,2,78.16,78160000.0,512258,32,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2618,11,10,5,4,3,3,3,2,1,2,24.21,24210000.0,180760,34,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2619,212,9,3,6,4,4,2,3,2,3,81.16,81160000.0,691638,17,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2620,165,5,5,5,2,1,3,3,1,1,80.18,80180000.0,123757,54,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2621,76,4,1,7,1,4,1,1,2,2,70.0,70000000.0,702285,46,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2622,11,8,1,2,4,2,1,2,3,2,9.73,9730000.0,907708,44,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2623,11,1,1,4,1,2,3,2,2,2,4.49,4490000.0,713160,26,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2624,212,8,2,1,3,1,3,4,1,3,46.75,46750000.0,239200,8,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2625,42,2,1,4,3,3,3,1,2,2,63.15,63150000.0,500521,27,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2626,92,1,4,5,1,2,2,4,2,3,25.47,25470000.0,741259,18,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2627,100,7,6,2,2,2,1,2,2,2,3.97,3970000.0,604843,40,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2628,211,9,6,2,2,3,3,2,2,3,19.17,19170000.0,697610,18,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2629,76,8,6,5,1,3,1,1,2,2,58.35,58350000.0,730850,27,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2630,11,4,6,5,2,1,4,1,4,2,65.08,65080000.0,417807,46,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2631,92,6,2,4,1,2,3,2,1,1,3.74,3740000.0,58205,63,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2632,92,2,6,4,4,1,2,4,3,3,33.11,33110000.0,830670,11,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2633,27,10,5,3,2,3,2,1,2,2,57.7,57700000.0,691990,41,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2634,212,1,5,6,2,3,3,1,4,3,74.68,74680000.0,498089,18,0.145,100.0,64.94,81.05,311300000,336997624,92.4
2635,42,1,5,5,2,3,4,3,2,3,86.82,86820000.0,748040,18,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2636,27,4,5,4,3,1,5,2,3,1,4.51,4510000.0,909979,65,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2637,11,5,3,1,3,1,3,4,4,2,27.0,27000000.0,286038,43,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2638,165,7,6,6,2,4,1,3,4,3,82.88,82880000.0,479586,8,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2639,11,6,4,1,1,1,4,4,4,3,42.03,42030000.0,454763,14,0.131,97.47,66.23,77.61,25309515,25921089,97.6
2640,211,5,4,7,3,2,1,4,1,3,33.85,33850000.0,60183,17,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2641,165,4,4,2,3,3,2,3,2,1,94.6,94600000.0,596801,70,0.528,98.06,71.43,65.12,129800000,145102755,89.5
2642,42,7,5,5,1,4,2,1,2,3,71.9,71900000.0,698786,21,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2643,100,7,1,7,3,2,1,3,4,1,94.23,94230000.0,441749,55,0.138,97.82,63.64,78.69,117400000,124612530,94.2
2644,42,4,6,4,1,1,4,3,3,3,76.4,76400000.0,966102,1,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
2645,92,3,2,4,4,4,2,1,4,2,66.29,66290000.00000001,430200,48,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
2646,211,9,5,1,3,1,3,4,2,2,49.89,49890000.0,638668,47,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2647,211,5,1,4,3,3,2,3,1,1,81.91,81910000.0,127817,66,0.207,99.54,89.61,79.96,65001016,67281039,96.6
2648,27,3,3,3,3,4,3,2,4,3,14.54,14540000.0,491794,4,0.541,96.6,51.95,59.11,165300000,214326223,77.1
2649,76,10,5,5,1,1,3,4,2,1,33.44,33439999.999999996,737958,54,0.241,97.41,90.91,80.01,77794405,83408554,93.3
2650,11,3,1,2,1,3,4,4,2,1,31.74,31740000.0,724207,54,0.131,97.47,66.23,77.61,25309515,25921089,97.6
